#mGo	mLSP\ISRweight\ISRweight_up\ISRweight_down
1600	1375	1.134239	1.062908	1.215832
1100	650	1.132499	1.062142	1.212838
1650	650	1.140873	1.065812	1.227307
1100	200	1.150147	1.069843	1.243484
1350	900	1.127073	1.059750	1.203531
2250	1000	1.138933	1.064964	1.223945
1950	1150	1.124697	1.058697	1.199473
1750	900	1.130560	1.061288	1.209505
2300	500	1.157181	1.072879	1.255860
2050	600	1.147372	1.068641	1.238626
1400	900	1.126156	1.059344	1.201963
1400	850	1.127956	1.060140	1.205042
1350	100	1.161018	1.074525	1.262654
1750	100	1.166545	1.076889	1.272484
1200	350	1.145821	1.067967	1.235918
1300	0	1.161756	1.074841	1.263963
1950	300	1.160006	1.074092	1.260857
1950	1200	1.123506	1.058168	1.197444
1800	700	1.140764	1.065765	1.227117
1650	200	1.163394	1.075542	1.266873
900	0	1.153215	1.071170	1.248871
900	100	1.150187	1.069861	1.243554
1650	1100	1.122443	1.057698	1.195632
1250	1000	1.139635	1.065273	1.225158
2000	1000	1.131953	1.061902	1.211900
2200	1400	1.121359	1.057215	1.193788
1850	1200	1.120760	1.056949	1.192770
1700	500	1.148483	1.069124	1.240568
1100	700	1.131237	1.061587	1.210669
2300	200	1.169889	1.078312	1.278464
650	350	1.138747	1.064883	1.223620
1100	750	1.129954	1.061022	1.208467
2200	200	1.169820	1.078283	1.278341
2250	600	1.154322	1.071648	1.250819
1850	0	1.167774	1.077413	1.274680
2000	100	1.168040	1.077526	1.275154
1650	1050	1.124467	1.058595	1.199080
1900	950	1.131883	1.061871	1.211778
1000	350	1.140623	1.065703	1.226873
2200	500	1.155300	1.072069	1.252542
2050	300	1.163830	1.075730	1.267647
1800	1575	1.128961	1.060584	1.206762
1400	300	1.154620	1.071776	1.251343
